GuestID,Status,RoomGroupID,CreatedDate,ArrivalDate,DepartureDate,RoomPrice,Channel,RoomNo,Country,Adults,Children,TotalPayment
53801,O,1,2017-12-19,2018-09-09,2018-09-19,230.89,,467.0,au,3,0,2309.93
37129,O,1,2017-12-20,2018-01-03,2018-01-05,170.15,other,467.0,us,0,0,340.94
37708,O,1,2017-12-20,2018-01-17,2018-01-20,176.81,,647.0,jp,0,0,542.59
41515,O,1,2017-12-20,2018-02-18,2018-02-23,226.8,,508.0,gb,1,0,1134.29
37390,O,1,2017-12-21,2018-01-11,2018-01-12,129.8,offline,529.0,cn,1,0,140.59
40317,O,2,2017-12-21,2018-02-06,2018-02-11,246.57,online,364.0,th,2,0,1239.15
45169,O,2,2017-12-21,2018-03-22,2018-03-24,266.71,online,750.0,kr,3,0,536.23
37312,O,1,2017-12-22,2018-01-07,2018-01-09,199.7,online,338.0,de,2,0,410.7
39421,O,1,2017-12-22,2018-01-29,2018-02-03,255.59,online,510.0,jp,1,0,1284.15
42360,O,1,2017-12-22,2018-02-24,2018-03-01,241.92,other,308.0,us,0,0,1214.86
53511,N,1,2017-12-22,2018-08-11,2018-08-14,260.47,online,620.0,,1,0,785.74
37569,O,1,2017-12-23,2018-01-14,2018-01-16,174.17,other,671.0,hk,2,0,358.8
1817,O,1,2017-12-23,2018-01-18,2018-01-22,123.93,other,231.0,cn,2,0,495.76
7962,O,2,2017-12-23,2018-01-20,2018-01-23,125.84,other,354.0,cn,3,0,388.41
38703,O,1,2017-12-23,2018-01-27,2018-01-29,206.52,online,309.0,in,2,0,416.16
37494,O,1,2017-12-24,2018-01-07,2018-01-11,209.31,other,416.0,ph,1,0,843.96
37170,O,1,2017-12-24,2018-01-08,2018-01-09,196.07,online,606.0,sg,2,0,207.5
37339,O,1,2017-12-24,2018-01-08,2018-01-09,213.64,,723.0,de,1,0,223.73
37497,O,2,2017-12-24,2018-01-11,2018-01-12,263.95,online,648.0,kw,3,0,270.54
50044,O,1,2017-12-24,2018-04-26,2018-05-02,209.19,online,641.0,us,3,0,1264.67
37461,O,1,2017-12-25,2018-01-07,2018-01-12,219.65,,436.0,jp,1,0,1108.81
37757,O,1,2017-12-25,2018-01-17,2018-01-19,206.62,other,214.0,in,1,0,422.67
38011,O,1,2017-12-25,2018-01-17,2018-01-20,229.1,online,709.0,us,1,0,695.54
38454,O,1,2017-12-25,2018-01-22,2018-01-25,207.23,,565.0,th,0,0,628.41
38647,O,2,2017-12-25,2018-01-25,2018-01-28,215.63,online,550.0,ph,3,0,660.23
44414,O,1,2017-12-25,2018-03-12,2018-03-19,210.92,online,574.0,de,1,0,1483.93
45157,O,1,2017-12-25,2018-03-22,2018-03-23,158.48,other,528.0,au,2,0,168.36
37326,O,1,2017-12-26,2018-01-09,2018-01-11,149.79,other,212.0,sg,2,0,307.5
25259,O,1,2017-12-26,2018-01-11,2018-01-13,207.89,online,438.0,gb,2,0,417.99
37977,O,1,2017-12-26,2018-01-16,2018-01-21,284.66,,710.0,au,0,0,1434.32
37752,O,1,2017-12-26,2018-01-17,2018-01-18,133.42,,367.0,my,0,0,134.05
37283,O,1,2017-12-27,2018-01-06,2018-01-20,164.7,offline,455.0,in,0,0,2313.93
37442,O,1,2017-12-27,2018-01-07,2018-01-10,226.3,,734.0,fr,1,0,692.05
37871,O,1,2017-12-27,2018-01-18,2018-01-20,234.14,offline,371.0,in,1,0,474.8
38664,O,1,2017-12-27,2018-01-27,2018-01-28,185.82,online,751.0,ca,3,0,187.95
37317,O,1,2017-12-28,2018-01-07,2018-01-09,226.92,other,402.0,us,0,0,466.89
14791,O,1,2017-12-28,2018-01-09,2018-01-12,214.54,online,236.0,ga,1,0,651.48
37386,N,1,2017-12-28,2018-01-09,2018-01-19,192.64,other,353.0,,1,0,1927.52
37398,O,1,2017-12-28,2018-01-13,2018-01-14,221.71,,667.0,my,1,0,227.5
37701,O,1,2017-12-28,2018-01-15,2018-02-09,218.41,other,720.0,us,0,0,5469.85
38163,O,1,2017-12-28,2018-01-20,2018-01-28,204.84,other,671.0,gb,0,0,1640.12
37315,O,1,2017-12-29,2018-01-04,2018-01-13,163.17,,616.0,au,1,0,1481.75
37467,O,1,2017-12-29,2018-01-11,2018-01-12,190.96,offline,377.0,au,0,0,199.39
37779,O,1,2017-12-29,2018-01-15,2018-01-16,281.75,,735.0,my,2,0,293.06
37844,O,1,2017-12-29,2018-01-17,2018-01-19,198.0,other,677.0,fi,2,0,406.66
37941,O,1,2017-12-29,2018-01-20,2018-01-21,208.72,,339.0,my,2,0,220.11
37841,O,1,2017-12-29,2018-01-20,2018-01-21,228.85,,451.0,gb,0,0,228.93
38205,O,1,2017-12-29,2018-01-20,2018-01-22,119.43,other,576.0,cn,3,0,251.96
38320,O,1,2017-12-29,2018-01-23,2018-01-24,256.46,,749.0,th,3,0,264.57
43144,O,1,2017-12-29,2018-03-04,2018-03-11,199.13,,214.0,it,2,0,1397.13
37177,O,1,2017-12-30,2018-01-06,2018-01-12,170.14,other,303.0,in,0,0,1032.5
37384,N,1,2017-12-30,2018-01-07,2018-01-13,213.18,other,602.0,in,0,0,1283.33
37339,O,1,2017-12-30,2018-01-09,2018-01-10,201.81,online,723.0,de,2,0,213.68
7962,O,1,2017-12-30,2018-01-18,2018-01-20,118.87,other,225.0,cn,1,0,241.65
38288,O,1,2017-12-30,2018-01-22,2018-01-27,287.49,other,612.0,gb,2,0,1439.58
38272,O,1,2017-12-30,2018-01-28,2018-02-02,154.39,online,522.0,tw,2,0,781.31
52102,O,1,2017-12-30,2018-05-21,2018-05-25,165.61,offline,440.0,us,1,0,671.24
5979,O,1,2017-12-31,2018-01-06,2018-01-10,42.6,,659.0,gb,1,0,171.32
37440,O,1,2017-12-31,2018-01-07,2018-01-14,4.64,,711.0,in,1,0,44.8
37644,O,2,2017-12-31,2018-01-10,2018-01-13,38.12,,646.0,cn,3,0,125.51
37420,O,1,2017-12-31,2018-01-11,2018-01-12,226.97,online,336.0,it,3,0,238.29
38054,O,1,2017-12-31,2018-01-17,2018-01-21,186.52,online,557.0,hk,1,0,755.52
38456,O,1,2017-12-31,2018-01-30,2018-01-31,256.81,online,534.0,ru,3,0,263.51
39904,N,2,2017-12-31,2018-02-05,2018-02-10,196.43,other,350.0,,2,0,988.57
45504,O,1,2017-12-31,2018-04-04,2018-04-05,187.33,other,411.0,us,3,0,197.1
49525,O,1,2017-12-31,2018-04-20,2018-04-26,203.65,online,723.0,au,1,0,1222.69
37667,O,2,2018-01-01,2018-01-12,2018-01-15,91.38,,666.0,my,0,0,280.67
33832,O,1,2018-01-01,2018-01-17,2018-01-19,196.29,,607.0,jp,1,0,396.39
37884,O,2,2018-01-01,2018-01-17,2018-01-20,242.75,online,450.0,eg,3,0,732.08
37844,O,1,2018-01-01,2018-01-18,2018-01-19,209.37,other,230.0,fi,0,0,210.37
25452,O,1,2018-01-01,2018-03-10,2018-03-12,179.22,,623.0,gb,1,0,369.68
37115,O,2,2018-01-02,2018-01-05,2018-01-06,180.74,,244.0,us,2,0,184.43
37258,O,1,2018-01-02,2018-01-05,2018-01-08,196.26,other,636.0,us,1,0,600.55
37171,N,1,2018-01-02,2018-01-05,2018-02-03,193.26,other,607.0,,2,0,5613.63
37348,O,1,2018-01-02,2018-01-08,2018-01-10,228.29,online,632.0,th,3,0,468.89
37745,O,2,2018-01-02,2018-01-13,2018-01-15,221.41,,570.0,cn,0,0,445.99
37811,O,2,2018-01-02,2018-01-14,2018-01-17,282.23,online,664.0,de,1,0,858.95
37656,O,1,2018-01-02,2018-01-15,2018-01-16,104.13,offline,230.0,in,2,0,111.95
38387,O,1,2018-01-02,2018-01-21,2018-01-27,281.84,,459.0,fr,0,0,1699.6
3545,O,1,2018-01-02,2018-01-22,2018-01-24,194.66,other,372.0,fi,1,0,396.48
38135,O,1,2018-01-02,2018-01-23,2018-01-24,207.86,online,430.0,th,3,0,211.92
24044,O,1,2018-01-02,2018-01-23,2018-01-25,198.41,online,472.0,in,2,0,402.8
38190,O,2,2018-01-02,2018-01-25,2018-01-26,130.9,other,450.0,cn,3,0,144.4
48685,O,2,2018-01-02,2018-04-17,2018-04-20,37.38,online,658.0,us,2,0,117.82
50845,O,1,2018-01-02,2018-05-06,2018-05-07,202.7,online,709.0,be,1,0,215.06
52805,O,1,2018-01-02,2018-06-20,2018-06-22,184.06,,518.0,ca,2,0,370.07
53212,N,2,2018-01-02,2018-07-16,2018-07-18,190.12,other,252.0,,1,0,383.78
37610,O,1,2018-01-03,2018-01-09,2018-01-14,42.52,online,649.0,th,2,0,226.24
37817,O,1,2018-01-03,2018-01-12,2018-01-27,216.72,,719.0,kr,1,0,3251.06
37970,O,2,2018-01-03,2018-01-17,2018-01-18,105.75,offline,262.0,in,1,0,115.71
37754,O,1,2018-01-03,2018-01-17,2018-01-20,211.72,,730.0,jp,1,0,643.54
14502,O,2,2018-01-03,2018-01-23,2018-01-24,125.65,other,346.0,cn,2,0,139.24
39271,O,1,2018-01-03,2018-01-27,2018-02-02,225.02,online,367.0,kr,0,0,1351.65
39215,O,1,2018-01-03,2018-01-28,2018-01-30,314.88,,608.0,us,1,0,641.78
41464,O,1,2018-01-03,2018-02-18,2018-02-21,192.86,online,628.0,br,1,0,580.71
37541,O,1,2018-01-04,2018-01-10,2018-01-13,224.93,,305.0,de,2,0,684.25
37457,O,1,2018-01-04,2018-01-10,2018-01-14,169.42,other,639.0,ca,2,0,689.34
37417,O,1,2018-01-04,2018-01-10,2018-01-19,223.48,,347.0,kr,0,0,2024.64
37355,O,1,2018-01-04,2018-01-12,2018-01-18,196.89,other,249.0,it,0,0,1183.3
37955,O,1,2018-01-04,2018-01-14,2018-01-18,201.49,,541.0,in,0,0,816.14
38143,O,2,2018-01-04,2018-01-19,2018-01-23,115.43,offline,244.0,in,3,0,462.18
38675,O,2,2018-01-04,2018-01-23,2018-01-27,280.6,,566.0,ph,2,0,1127.81
38691,O,1,2018-01-04,2018-01-25,2018-01-29,169.43,other,404.0,cn,2,0,678.38
38426,O,2,2018-01-04,2018-01-26,2018-01-27,206.13,online,346.0,au,1,1,206.29
25249,O,2,2018-01-04,2018-02-05,2018-02-07,147.83,offline,368.0,kr,2,0,307.83
43580,O,1,2018-01-04,2018-03-10,2018-03-11,185.02,online,431.0,ca,2,0,197.93
44294,O,2,2018-01-04,2018-03-17,2018-03-19,251.2,online,342.0,nl,1,0,515.25
36897,N,2,2018-01-04,2018-07-31,2018-08-03,256.62,online,768.0,,2,0,772.77
53817,O,1,2018-01-04,2018-09-12,2018-09-13,282.5,,541.0,gb,3,0,285.2
37206,O,1,2018-01-05,2018-01-08,2018-01-13,187.38,other,607.0,in,2,0,941.17
37625,O,1,2018-01-05,2018-01-09,2018-01-13,185.63,,618.0,cn,2,0,747.62
37660,O,1,2018-01-05,2018-01-13,2018-01-15,114.32,offline,274.0,in,3,0,239.03
37924,O,2,2018-01-05,2018-01-18,2018-01-19,139.18,offline,754.0,cn,1,0,141.5
37992,O,1,2018-01-05,2018-01-18,2018-01-19,245.85,,255.0,in,0,0,259.37
38326,O,1,2018-01-05,2018-01-22,2018-01-25,249.72,,755.0,gb,3,0,762.95
39757,O,1,2018-01-05,2018-02-04,2018-02-05,209.08,,312.0,us,0,0,209.85
45504,O,1,2018-01-05,2018-03-21,2018-03-29,205.65,other,243.0,us,2,0,1645.55
26670,O,1,2018-01-06,2018-01-09,2018-01-10,152.82,offline,440.0,cn,2,0,160.35
37386,O,1,2018-01-06,2018-01-12,2018-01-20,194.69,other,624.0,in,1,0,1567.97
37815,O,1,2018-01-06,2018-01-15,2018-02-06,227.33,,711.0,kr,1,0,5010.95
38205,O,2,2018-01-06,2018-01-24,2018-01-25,130.87,other,348.0,cn,3,0,140.01
11425,O,1,2018-01-06,2018-01-24,2018-01-25,248.16,,737.0,nz,2,0,250.28
39573,O,2,2018-01-06,2018-02-01,2018-02-03,184.7,online,268.0,cn,1,0,373.21
27822,O,1,2018-01-06,2018-02-03,2018-02-07,316.67,,613.0,es,0,0,1273.84
40798,O,1,2018-01-06,2018-02-28,2018-03-01,244.28,online,229.0,cz,3,0,245.98
49185,O,1,2018-01-06,2018-04-20,2018-04-22,183.47,other,219.0,gb,1,0,379.98
50878,O,1,2018-01-06,2018-05-02,2018-05-05,38.13,,467.0,au,1,0,127.89
37491,O,1,2018-01-07,2018-01-10,2018-01-12,200.57,,617.0,de,0,0,405.61
37651,O,1,2018-01-07,2018-01-12,2018-01-15,205.32,,507.0,fr,0,0,617.16
37880,O,2,2018-01-07,2018-01-17,2018-01-18,209.66,,768.0,kr,1,0,212.31
38082,O,1,2018-01-07,2018-01-17,2018-01-22,191.41,,712.0,gb,1,0,959.49
38081,O,1,2018-01-07,2018-01-20,2018-01-22,235.9,online,202.0,fr,0,0,479.06
33121,O,1,2018-01-07,2018-01-22,2018-01-26,236.98,other,257.0,gb,2,0,952.07
1150,O,1,2018-01-07,2018-01-23,2018-01-25,231.45,online,438.0,cn,2,0,474.58
24886,O,1,2018-01-07,2018-02-02,2018-02-04,171.94,other,529.0,id,0,0,352.06
39549,O,1,2018-01-07,2018-02-04,2018-02-06,263.99,,613.0,sg,3,0,536.73
40008,O,1,2018-01-07,2018-02-06,2018-02-07,209.39,,272.0,tw,1,0,216.9
34026,O,1,2018-01-07,2018-02-10,2018-02-16,190.62,,731.0,it,1,0,1149.16
41430,O,1,2018-01-07,2018-02-16,2018-02-21,203.2,online,529.0,ph,3,0,1024.76
42752,O,1,2018-01-07,2018-02-28,2018-03-03,231.08,,357.0,jp,3,0,706.44
44511,O,1,2018-01-07,2018-03-19,2018-03-20,227.72,online,453.0,ca,1,0,230.78
37110,O,1,2018-01-08,2018-01-11,2018-01-12,143.25,other,328.0,au,1,0,151.93
37957,O,1,2018-01-08,2018-01-15,2018-01-18,227.39,online,661.0,gb,3,0,695.47
6251,O,1,2018-01-08,2018-01-17,2018-01-19,228.47,,553.0,gb,2,0,465.62
37880,O,1,2018-01-08,2018-01-20,2018-01-21,207.2,,465.0,kr,1,0,208.23
38456,O,1,2018-01-08,2018-01-26,2018-01-28,275.75,online,705.0,ru,2,0,554.2
39263,O,1,2018-01-08,2018-02-01,2018-02-02,223.05,other,631.0,gb,2,0,235.88
40158,O,1,2018-01-08,2018-02-05,2018-02-10,279.9,online,336.0,gb,2,0,1405.74
40368,O,2,2018-01-08,2018-02-07,2018-02-11,290.88,online,656.0,kr,1,0,1172.36
41440,O,1,2018-01-08,2018-02-24,2018-02-25,207.99,online,377.0,sk,1,0,211.77
42443,O,1,2018-01-08,2018-03-02,2018-03-03,249.14,online,730.0,gb,1,0,258.87
44301,O,1,2018-01-08,2018-03-16,2018-03-17,221.65,online,425.0,ch,1,0,224.01
51613,O,1,2018-01-08,2018-05-14,2018-05-15,201.83,,253.0,au,1,0,213.44
37105,O,1,2018-01-09,2018-01-12,2018-01-13,200.94,,276.0,sg,2,0,203.33
37110,O,1,2018-01-09,2018-01-12,2018-01-13,146.59,other,247.0,au,3,0,154.36
4539,O,1,2018-01-09,2018-01-12,2018-01-13,124.16,other,629.0,kr,1,0,129.49
38150,O,1,2018-01-09,2018-01-21,2018-01-23,103.83,offline,241.0,in,1,0,215.6
38283,O,1,2018-01-09,2018-01-23,2018-01-25,189.83,,603.0,au,1,0,381.27
39092,O,1,2018-01-09,2018-01-31,2018-02-01,270.82,,609.0,ca,2,0,279.24
2018,O,2,2018-01-09,2018-01-31,2018-02-01,126.54,offline,252.0,cn,3,0,130.29
7797,O,2,2018-01-09,2018-02-03,2018-02-09,239.34,online,744.0,jp,0,0,1441.38
23610,O,3,2018-01-09,2018-02-04,2018-02-08,249.13,online,601.0,jp,2,0,1009.06
40431,O,1,2018-01-09,2018-02-10,2018-02-12,170.36,other,521.0,gb,2,0,349.27
2019,O,1,2018-01-09,2018-02-23,2018-02-24,178.3,other,534.0,cn,1,0,186.75
49030,O,1,2018-01-09,2018-04-20,2018-04-25,49.98,,643.0,fr,0,0,254.76
53450,O,1,2018-01-09,2018-08-05,2018-08-08,212.59,online,629.0,nz,1,0,641.34
37326,O,1,2018-01-10,2018-01-13,2018-01-14,142.54,other,208.0,cn,1,0,146.24
37388,O,1,2018-01-10,2018-01-13,2018-01-14,219.05,,514.0,nz,1,0,222.49
37581,O,1,2018-01-10,2018-01-13,2018-01-14,210.01,online,373.0,sg,2,0,221.0
37659,O,1,2018-01-10,2018-01-13,2018-01-17,110.83,offline,238.0,in,3,0,446.81
37857,O,1,2018-01-10,2018-01-16,2018-01-18,215.9,,477.0,in,0,0,438.48
39083,O,1,2018-01-10,2018-01-30,2018-01-31,273.1,online,233.0,nl,1,0,284.06
40317,O,2,2018-01-10,2018-02-11,2018-02-12,253.84,online,362.0,th,1,0,265.96
41109,O,1,2018-01-10,2018-02-15,2018-02-18,239.67,online,331.0,nl,1,0,720.95
41335,O,2,2018-01-10,2018-02-15,2018-02-23,216.09,other,654.0,cn,3,0,1741.21
42402,O,1,2018-01-10,2018-02-25,2018-03-01,231.1,,216.0,nl,1,0,931.12
53205,O,1,2018-01-10,2018-07-18,2018-07-19,198.43,online,713.0,au,1,0,212.16
37457,O,1,2018-01-11,2018-01-14,2018-01-15,210.15,other,640.0,ca,3,0,219.36
37683,O,1,2018-01-11,2018-01-15,2018-01-16,87.71,,443.0,my,3,0,87.71
1322,O,1,2018-01-11,2018-01-15,2018-01-18,215.09,,641.0,jp,0,0,654.63
38150,O,2,2018-01-11,2018-01-20,2018-01-22,110.94,offline,256.0,in,1,0,224.12
38249,O,1,2018-01-11,2018-01-22,2018-01-23,203.73,online,330.0,sg,1,0,214.9
38567,O,2,2018-01-11,2018-01-23,2018-01-24,210.28,,368.0,th,1,0,222.44
38191,O,2,2018-01-11,2018-01-24,2018-01-25,124.22,other,762.0,cn,3,0,136.29
38610,O,1,2018-01-11,2018-01-27,2018-01-28,224.55,,310.0,cn,2,0,231.21
39452,O,1,2018-01-11,2018-01-29,2018-02-03,131.48,offline,208.0,in,3,0,664.71
38973,O,2,2018-01-11,2018-01-30,2018-01-31,244.86,,642.0,cn,2,0,249.83
39579,O,2,2018-01-11,2018-01-30,2018-02-04,206.6,online,346.0,ph,2,0,1036.58
39460,O,1,2018-01-11,2018-02-02,2018-02-03,95.47,offline,745.0,in,2,0,108.47
39549,O,1,2018-01-11,2018-02-04,2018-02-06,263.09,,618.0,cn,1,0,529.4
40052,O,1,2018-01-11,2018-02-08,2018-02-09,276.83,other,212.0,au,1,0,286.96
42049,O,1,2018-01-11,2018-02-27,2018-02-28,194.86,,726.0,gb,0,0,204.37
42486,O,1,2018-01-11,2018-02-27,2018-03-01,234.52,,710.0,ca,0,0,470.24
45621,O,1,2018-01-11,2018-03-24,2018-03-31,219.85,other,761.0,fr,1,0,1547.01
34026,O,1,2018-01-11,2018-03-29,2018-04-04,194.91,,217.0,it,0,0,1171.95
46091,O,2,2018-01-11,2018-04-01,2018-04-02,170.92,other,264.0,au,3,0,175.84
54000,O,1,2018-01-11,2018-09-29,2018-09-30,205.13,online,640.0,au,2,0,213.39
54083,O,2,2018-01-11,2018-10-07,2018-10-09,228.74,online,648.0,ch,3,0,463.59
54252,O,1,2018-01-11,2018-11-04,2018-11-07,190.12,other,214.0,gb,1,0,570.6
38311,O,1,2018-01-12,2018-01-21,2018-02-02,208.0,,463.0,kr,0,0,2509.06
37978,O,1,2018-01-12,2018-01-23,2018-01-24,230.49,online,672.0,cn,2,0,239.96
38824,O,2,2018-01-12,2018-01-23,2018-01-27,109.64,offline,768.0,in,3,0,444.11
38832,O,2,2018-01-12,2018-01-23,2018-01-28,103.13,offline,566.0,in,3,0,524.2
38183,O,2,2018-01-12,2018-01-25,2018-01-26,131.31,other,366.0,cn,3,0,136.45
38315,O,1,2018-01-12,2018-01-26,2018-01-27,45.75,,407.0,cn,3,0,58.75
2136,O,1,2018-01-12,2018-01-27,2018-02-01,210.92,other,511.0,it,1,0,1060.61
39047,O,1,2018-01-12,2018-01-30,2018-02-02,203.17,other,563.0,it,1,0,615.29
3177,O,1,2018-01-12,2018-02-01,2018-02-03,242.18,,613.0,cn,1,0,488.81
40407,O,1,2018-01-12,2018-02-09,2018-02-10,191.36,online,330.0,cn,1,0,200.06
48,O,1,2018-01-12,2018-02-16,2018-02-17,258.11,online,665.0,gb,3,0,267.87
13013,O,1,2018-01-12,2018-02-18,2018-02-25,161.48,other,212.0,cn,1,0,1133.01
42614,O,1,2018-01-12,2018-03-03,2018-03-04,93.68,,743.0,my,2,0,106.42
44008,O,1,2018-01-12,2018-03-09,2018-03-17,202.62,online,765.0,jp,2,0,1631.21
45286,O,1,2018-01-12,2018-03-22,2018-03-25,203.27,online,317.0,th,3,0,610.61
53362,O,1,2018-01-12,2018-07-27,2018-08-02,215.21,,435.0,mu,2,0,1296.88
54021,O,1,2018-01-12,2018-10-02,2018-10-04,194.18,online,621.0,au,3,0,394.27
37575,O,1,2018-01-13,2018-01-16,2018-01-17,189.82,,710.0,id,1,0,199.31
37442,N,1,2018-01-13,2018-01-16,2018-01-17,228.21,,317.0,fr,0,0,233.6
1817,O,2,2018-01-13,2018-01-20,2018-01-22,123.67,other,350.0,cn,3,0,255.91
38113,O,1,2018-01-13,2018-01-20,2018-01-23,115.71,offline,208.0,in,1,0,352.81
38855,O,2,2018-01-13,2018-01-23,2018-01-28,110.26,offline,544.0,in,3,0,563.61
38546,O,1,2018-01-13,2018-01-24,2018-01-31,216.95,online,735.0,jp,2,0,1531.03
38654,O,2,2018-01-13,2018-01-25,2018-01-29,141.57,offline,362.0,cn,2,0,566.53
37696,O,1,2018-01-13,2018-01-31,2018-02-03,252.13,,667.0,us,0,0,765.17
39304,O,1,2018-01-13,2018-02-02,2018-02-03,264.99,,615.0,nl,0,0,273.88
34027,O,1,2018-01-13,2018-02-02,2018-02-11,198.32,,530.0,it,1,0,1787.88
548,O,1,2018-01-13,2018-02-07,2018-02-09,203.66,other,302.0,in,1,0,412.55
41874,O,1,2018-01-13,2018-02-23,2018-02-24,183.84,online,219.0,au,1,0,193.06
44178,O,1,2018-01-13,2018-03-11,2018-03-16,208.87,online,736.0,gb,1,0,1052.33
39999,O,1,2018-01-13,2018-03-29,2018-04-06,196.07,,305.0,it,1,0,1575.93
37399,O,1,2018-01-14,2018-01-17,2018-01-18,222.41,,214.0,mx,1,0,232.05
37833,O,1,2018-01-14,2018-01-17,2018-01-18,228.19,online,240.0,se,1,0,229.36
37537,O,1,2018-01-14,2018-01-17,2018-01-18,214.11,,412.0,th,0,0,216.83
547,O,1,2018-01-14,2018-01-17,2018-01-18,186.38,other,477.0,in,0,0,189.47
37778,O,1,2018-01-14,2018-01-17,2018-01-18,279.44,,453.0,th,0,0,288.64
37972,O,2,2018-01-14,2018-01-17,2018-01-19,108.12,offline,244.0,in,1,0,224.11
38188,O,2,2018-01-14,2018-01-17,2018-01-21,120.07,other,746.0,cn,2,0,492.09
38203,O,2,2018-01-14,2018-01-19,2018-01-23,234.22,online,342.0,cn,3,0,938.1
37966,O,1,2018-01-14,2018-01-24,2018-01-25,103.87,offline,274.0,in,1,1,113.35
38826,O,2,2018-01-14,2018-01-26,2018-01-27,103.29,offline,758.0,in,2,0,113.24
4465,O,1,2018-01-14,2018-01-27,2018-01-28,141.28,other,207.0,cn,1,0,146.72
8981,O,1,2018-01-14,2018-01-29,2018-01-31,298.19,online,535.0,cn,2,0,599.27
39135,O,1,2018-01-14,2018-01-29,2018-02-04,142.61,,219.0,in,2,0,866.87
25259,O,1,2018-01-14,2018-02-01,2018-02-02,202.96,online,316.0,gb,2,0,208.99
39964,O,1,2018-01-14,2018-02-02,2018-02-15,239.38,,312.0,us,2,0,3112.9
39593,O,1,2018-01-14,2018-02-03,2018-02-04,179.53,other,451.0,jp,2,0,183.57
41374,O,2,2018-01-14,2018-02-17,2018-02-20,172.72,offline,552.0,cn,3,0,529.43
42322,O,2,2018-01-14,2018-02-26,2018-02-27,223.89,other,768.0,,0,1,230.31
52929,N,1,2018-01-14,2018-06-24,2018-06-30,268.02,,,,3,0,1613.31
54302,O,2,2018-01-14,2018-11-21,2018-11-22,233.8,online,550.0,de,3,0,235.12
37696,O,1,2018-01-15,2018-01-18,2018-01-19,202.54,,715.0,us,1,0,206.38
37326,O,1,2018-01-15,2018-01-18,2018-01-19,147.22,other,215.0,cn,2,0,160.05
7488,O,2,2018-01-15,2018-01-18,2018-01-19,131.19,offline,546.0,cn,3,0,131.66
38185,O,2,2018-01-15,2018-01-20,2018-01-22,126.61,other,556.0,cn,1,0,253.82
38226,O,2,2018-01-15,2018-01-20,2018-01-23,236.39,,658.0,cn,3,0,709.79
39093,O,1,2018-01-15,2018-01-26,2018-02-09,229.03,online,311.0,ie,1,0,3207.35
39513,O,1,2018-01-15,2018-02-01,2018-02-16,247.17,,413.0,us,0,0,3715.65
3282,O,1,2018-01-15,2018-02-11,2018-02-14,166.23,other,432.0,cn,2,0,502.18
15930,O,1,2018-01-15,2018-02-15,2018-02-17,156.39,other,447.0,cn,2,0,322.55
28011,O,1,2018-01-15,2018-02-28,2018-03-03,201.1,other,653.0,cn,0,0,607.89
43793,O,1,2018-01-15,2018-03-12,2018-03-16,199.82,online,672.0,fr,2,0,802.07
47802,O,1,2018-01-15,2018-04-10,2018-04-15,254.22,,645.0,gb,1,0,1281.43
53237,O,1,2018-01-15,2018-07-17,2018-07-22,292.31,online,653.0,au,2,0,1463.59
32372,O,1,2018-01-16,2018-01-19,2018-01-20,183.66,other,504.0,dk,0,0,186.47
29215,O,1,2018-01-16,2018-01-19,2018-01-20,234.41,online,302.0,nz,1,0,247.17
38298,O,1,2018-01-16,2018-01-19,2018-01-23,239.76,online,759.0,fr,2,0,969.46
38372,O,1,2018-01-16,2018-01-25,2018-01-27,265.19,,712.0,cn,1,0,538.08
39142,O,1,2018-01-16,2018-02-01,2018-02-02,292.29,,663.0,jp,0,0,293.28
40798,O,1,2018-01-16,2018-03-03,2018-03-09,243.9,online,271.0,cz,2,0,1475.0
7574,O,1,2018-01-16,2018-03-14,2018-03-18,194.28,online,605.0,de,0,0,789.51
45286,O,1,2018-01-16,2018-03-25,2018-03-26,204.33,online,307.0,th,3,0,210.93
53041,O,2,2018-01-16,2018-07-06,2018-07-07,74.92,,646.0,,1,0,80.7
53212,N,2,2018-01-16,2018-07-16,2018-07-17,193.6,other,254.0,,3,0,201.46
53809,O,1,2018-01-16,2018-09-10,2018-09-17,241.88,,330.0,au,1,0,1697.98
19782,N,1,2018-01-17,2018-01-20,2018-01-21,184.81,other,520.0,,2,0,195.51
37197,O,1,2018-01-17,2018-01-20,2018-01-21,118.9,offline,228.0,vn,3,0,124.4
38191,O,2,2018-01-17,2018-01-21,2018-01-22,118.23,other,760.0,cn,1,0,127.37
38457,O,1,2018-01-17,2018-01-21,2018-01-24,235.19,online,203.0,tw,3,0,709.27
11863,O,1,2018-01-17,2018-01-24,2018-01-29,152.69,other,475.0,kr,1,0,768.15
39024,O,1,2018-01-17,2018-01-28,2018-01-31,258.82,online,525.0,nl,0,0,786.68
39786,O,1,2018-01-17,2018-01-31,2018-02-05,256.34,,336.0,us,0,0,1294.11
19976,O,1,2018-01-17,2018-02-04,2018-02-07,256.85,online,241.0,cn,1,0,771.09
40728,O,1,2018-01-17,2018-02-08,2018-02-12,191.81,online,543.0,in,0,0,779.31
40747,O,2,2018-01-17,2018-02-11,2018-02-14,187.49,,652.0,cn,0,0,570.42
42689,O,1,2018-01-17,2018-03-04,2018-03-05,175.03,online,432.0,in,2,0,183.97
44030,O,1,2018-01-17,2018-03-14,2018-03-15,159.02,online,628.0,gb,3,0,162.8
45651,O,1,2018-01-17,2018-03-28,2018-03-29,185.28,online,237.0,jp,1,0,191.64
